Name,Average Rating,Users
wastewater treatment technician (bang chan factory),8,8920
vending machine repairman,7,8921
"daily maid, sai mai branch",7,8922
engineering staff,6,8923
assistant head of marketing department (saboten restaurant part),9,8924
marketing officer (restaurant section saboten),6,8925
purchasing officer (saboten restaurant part),6,8926
waitress (japanese restaurant siam paragon branch),8,8927
electrician (chiller water cooling system),8,8928
"daily maid, rama 3 branch",7,8929
waitress japanese restaurant (based on pinklao branch),9,8930
chef japanese restaurant (regular at central pinklao branch),8,8931
"delivery driver (thung khru branch, rama 3)",10,8932
production officer (production),10,8933
engineering technician,10,8934
trainee supervisor,9,8935
quality system officer,8,8936
delivery driver (king kaew branch),10,8937
car unit salesperson (srinakarin branch),10,8938
driver (available at branches nationwide),10,8939
sales supervisor (unicef thailand),7,8940
urgentbusiness analyst (support logistics division),6,8941
"sales supervisor , sales team leader (unicef thailand)",7,8942
senior draftsman (electrical drawing for high voltage and solar power stations),7,8943
human resource officer (unicef thailand) urgently,7,8944
urgent  data development manager,8,8945
urgent  strategic risk management division manager,7,8946
quicksenior architect,7,8947
urgent  service business support officer,6,8948
admin staff  admin staff (1 year contract),6,8949
talesale,8,8950
as administrative officer,6,8951
academic staff (environment branch),8,8952
customer service officer  customer relationship management (head office),7,8953
income management staff,5,8954
international sales manager (global sales manager),5,8955
machine maintenance technician,6,8956
sales consultant (srinakarin branch),7,8957
"painter, fitter, painter",5,8958
driver delivering spare parts to service center,5,8959
automotive maintenance mechanic (srinakarin branch),7,8960
sales fleet (sales staff for large customers),9,8961
color appraiser,5,8962
warehouse staff (daily) 420 baht per day,10,8963
fashion designer,7,8964
sp (senier product consultant),6,8965
forwarding sales   ( jprs2303028 ),4,8966
assistant accounting manager    ( jprs2304265  ),4,8967
finance,7,8968
sales & marketing online,5,8969
marketing (marketing online),5,8970
civil engineering,6,8971
cleaning staff (male),8,8972
"service, body and paint department manager",8,8973
service executive  service advisor,10,8974
ddms car allocation staff,7,8975
registrar,8,8976
installation and maintenance technician (bangkapi center),9,8977
"installation technician, maintenance technician (bangna center)",6,8978
industrial department salesperson,7,8979
key account,6,8980
installation and maintenance technician (chatuchak center),6,8981
sales manager (industrial robot),7,8982
interior designer (urgently needed),9,8983
sales manager (pneumatics),9,8984
sales engineer (pneumatics),9,8985
"sales engineer (breaker , bus ,way , load center)",6,8986
sales engineer (lighting),6,8987
"sales engineer under kpt company, bowin branch, chonburi province",7,8988
"sales engineer (automation) under kpt company, working on sukhumvit 71",6,8989
"sales engineer (mechatronics) under kpt company, working on sukhumvit 71",7,8990
"robot installation supervisor under thai screw conveyor co., ltd. (very urgent)",6,8991
"mechanic under tun engineering co., ltd.",6,8992
"online marketing officer, affiliated with sgt, working at sukhumvit 71",4,8993
"accounting and finance officer, attached to sgt company, working at sukhumvit 71",4,8994
information technology officer,7,8995
"sales engineer under kpt company, working on sukhumvit 71",5,8996
"projects sales ,it products , supply & security products ( 2 )",10,8997
telesales (2 positions),9,8998
"urgent, technician installing cctv, access control, computer 2 positions",9,8999
"sales representative (regional in the northern region, the eastern region, bangkok and its vicinity)",6,9000
office building manager,4,9001
executive personal assistant (need urgently),8,9002
engineer ( japanese speaker )  ( jprs2302143 ),4,9003
customer service staff (english speaking),9,9004
edi staff ( jpr2306068 ),5,9005
mechanic repairing medical equipment (maintenance and calibration of medical equipment) (male),7,9006
head of service engineer: medical devices),7,9007
admin online admin online (online sales representative),7,9008
graphic designer (medical equipment product group),6,9009
emergency medical practitioner (paramedic),3,9010
patient helper (na ward combined),8,9011
"registered nurse (inpatient, special ward)",6,9012
head of maintenance department,7,9013
physical therapist assistant,6,9014
building mechanic (working at suea pa),7,9015
premium worker,6,9016
sewing staff,7,9017
senior pharmacist,6,9018
personal loan and cash card marketing representative,9,9019
sme credit marketing representative,9,9020
digital mobile tele agent,6,9021
medical vision officer,8,9022
telesales inbound,6,9023
telesales inbound  insurance motor,6,9024
"sales coordinator administrator, sales co. (outsource employees)",6,9025
nurse inter coordinator,7,9026
marketing officer (digital),7,9027
accountant (cost),7,9028
anesthesiologist,7,9029
physician assistant opd,8,9030
technical radiation assistant,7,9031
er nurse,7,9032
icu nurse,5,9033
nurse ur nurse,6,9034
"nurse, outpatient department (social security)",8,9035
inpatient nurse,8,9036
"nurse or, rr",7,9037
inter customer relations officer,6,9038
"nurse ccu,iicu",6,9039
cook (muslim),7,9040
head of admission department,6,9041
technical support staff,7,9042
central dispensing assistant,7,9043
head of inpatient department,7,9044
laboratory assistant staff,8,9045
ward patient support staff,7,9046
head of the nutrition department,7,9047
cambodian language interpreter,7,9048
head of the icu,7,9049
fork lift electrician,8,9050
forklift mechanic,7,9051
technician at don mueang office,6,9052
sell auto parts,5,9053
financial officer (rama 2 office),7,9054
technician at don mueang airport (urgent),9,9055
mechanical engineer (down muang office),7,9056
ar accountant (rama 2 office),4,9057
electrical engineer (based at don mueang office),8,9058
social media administration,6,9059
professional safety officer (professional safety officer) very urgent,9,9060
writer very urgent,9,9061
building maintenance technician (ramkhamhaeng hospital),6,9062
graphic designer (urgent),7,9063
drive delivery vehicles to the construction site.,7,9064
construction project store staff urgently,9,9065
"electrical foreman, electrician",8,9066
central driver urgently,9,9067
manager of safety and environment department,7,9068
welder urgently,6,9069
civil engineer project engineer and deputy project manager,10,9070
"urgent, construction worker, surveyor",9,9071
project secretary (construction site),9,9072
web developer  web programmer,7,9073
npd r&d  executive  manager,8,9074
web designer  graphic designer,7,9075
senior hr  senior human resources officer,8,9076
dealer's pc (ramintra),5,9077
assistant cook (paolo kaset hospital),8,9078
"backend developer  nodejs, golang, microservice",7,9079
software developer programmer,8,9080
sales administrator contact and coordinate assignment,6,9081
"trade marketing executive  otc,etc",7,9082
call center (phayathai 3 hospital),10,9083
"booth staff introducing true products at chatuchak, bang sue (p'hap)",6,9084
senior network administrator,7,9085
"recruiting a wedding technician, jewelry (silverware)",7,9086
gl accountant,6,9087
call center mpass (lat krabang),6,9088
full time pharmacist at paolo hospital phaholyothin,8,9089
marketing officer (sale and marketing) mali interdisciplinary hospital,7,9090
urgent service center installer,9,9091
system development officer (erp),7,9092
saba  system analyst & business analyst,7,9093
developer support [wfh or onsite],8,9094
store manager trainee,8,9095
trade marketing executive  moderntrade,7,9096
assistant to managing director (assistant managing director),7,9097
nursing assistant (pn) icu department at paolo kaset hospital,8,9098
intern [trainee],7,9099
electrical maintenance technician urgently,8,9100
medical technologist at wellness laboratory,8,9101
"assistant pharmacist (phayathai hospital 1, paolo phaholyothin hospital, paolo kaset hospital,)",8,9102
sales manager (it sales manager),7,9103
html editor,7,9104
lead developer,7,9105
senior node.js developer,7,9106
qaqc trainee,7,9107
"lawyer, lawyer",7,9108
"salesperson, ratchada branch",7,9109
frontend,7,9110
"safety officer, professional level (jor por wor)",8,9111
junior marketing,7,9112
foreman supervises the interior work.,5,9113
call center service personnel,9,9114
distribution center inspector,8,9115
emtb driver at paolo phra pradaeng hospital,9,9116
sale coordinator digital (rama 9 branch),7,9117
digital consultant (rama 9 branch),7,9118
ae digital marketing department (rama 9 branch),7,9119
sale online and sales in front of the shop (in the ppk network),9,9120
graphic designer  taking care of sticker printing,7,9121
"graphic designer (affiliated company, larn luang road, bangkok)",8,9122
executive driver (head office),6,9123
"salesperson, cream mixer, cream filling machine, cosmetics, etc., small size",8,9124
"accounting staff can close the budget (small budget) head office, bangkok, pkg",6,9125
"salesperson online & ecom (packaging, cosmetics)",8,9126
"warehouse worker  qualification m.3, m.6, vocational certificate, accepting only males.",9,9127
key account sale executive (cosmatic packaging sales),7,9128
accounting supervisor (working around nang loeng market),7,9129
accounts payable accounts payable ap,7,9130
salesperson at motown light petchkasem 110,6,9131
engineer (japanese speaker n2 up)  ( jprs2305291 ),4,9132
sales ( jpr2305309 ),4,9133
sales operating staff    ( jprs2305093 ),4,9134
accounting staff (ar)  ( jpr2306064 ),4,9135
